id,category
973,2
974,1
975,4
976,4
977,1
978,2
979,3
980,1
981,2
982,1
983,2
984,3
985,4
986,1
987,3
988,1
989,3
990,1
991,3
992,1
993,2
994,3
995,2
996,2
997,1
998,4
999,4
1000,4
1001,2
1002,0
1003,1
1004,3
1005,1
1006,1
1007,3
1008,1
1009,1
1010,1
1011,1
1012,4
1013,1
1014,0
1015,4
1016,2
1017,2
1018,2
1019,4
1020,3
1021,3
1022,1
1023,0
1024,4
1025,0
1026,4
1027,1
1028,2
1029,1
1030,1
1031,2
1032,4
1033,2
1034,4
1035,1
1036,4
1037,2
1038,2
1039,0
1040,4
1041,4
1042,2
1043,0
1044,1
1045,4
1046,0
1047,2
1048,1
1049,1
1050,4
1051,4
1052,1
1053,1
1054,1
1055,2
1056,3
1057,2
1058,2
1059,1
1060,1
1061,1
1062,3
1063,3
1064,1
1065,1
1066,2
1067,2
1068,3
1069,4
1070,2
1071,1
1072,3
1073,4
1074,2
1075,4
1076,2
1077,1
1078,1
1079,1
1080,1
1081,4
1082,4
1083,1
1084,2
1085,2
1086,2
1087,1
1088,1
1089,0
1090,0
1091,2
1092,2
1093,1
1094,1
1095,1
1096,2
1097,4
1098,1
1099,2
1100,3
1101,1
1102,1
1103,1
1104,1
1105,3
1106,0
1107,1
1108,4
1109,4
1110,0
1111,1
1112,1
1113,1
1114,1
1115,0
1116,2
1117,1
1118,1
1119,4
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,4
1130,4
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,2
1138,1
1139,1
1140,1
1141,1
1142,1
1143,2
1144,1
1145,1
1146,1
1147,1
1148,4
1149,4
1150,1
1151,1
1152,1
1153,1
1154,1
1155,4
1156,1
1157,2
1158,1
1159,1
1160,1
1161,1
1162,1
1163,3
1164,0
1165,0
1166,1
1167,4
1168,1
1169,1
1170,0
1171,1
1172,4
1173,1
1174,3
1175,1
1176,1
1177,1
1178,2
1179,4
1180,3
1181,1
1182,2
1183,2
1184,3
1185,4
1186,4
1187,3
1188,0
1189,1
1190,0
1191,2
1192,1
1193,2
1194,2
1195,1
1196,4
1197,1
1198,1
1199,3
1200,1
1201,2
1202,2
1203,1
1204,3
1205,2
1206,1
1207,4
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,4
1216,1
1217,1
1218,0
1219,1
1220,1
1221,4
1222,3
1223,3
1224,4
1225,1
1226,2
1227,4
1228,1
1229,3
1230,1
1231,2
1232,1
1233,0
1234,3
1235,1
1236,2
1237,0
1238,1
1239,0
1240,2
1241,1
1242,4
1243,0
1244,1
1245,0
1246,2
1247,4
1248,4
1249,1
1250,4
1251,4
1252,1
1253,1
1254,4
1255,1
1256,4
1257,4
1258,4
1259,1
1260,0
1261,1
1262,0
1263,1
1264,2
1265,4
1266,1
1267,4
1268,4
1269,1
1270,1
1271,1
1272,2
1273,0
1274,1
1275,2
1276,1
1277,4
1278,2
1279,4
1280,1
1281,4
1282,4
1283,3
1284,3
1285,1
1286,1
1287,4
1288,1
1289,2
1290,0
1291,2
1292,4
1293,4
1294,1
1295,4
1296,1
1297,0
1298,1
1299,1
1300,1
1301,1
1302,0
1303,3
1304,3
1305,0
1306,3
1307,1
1308,2
1309,1
1310,1
1311,2
1312,0
1313,3
1314,4
1315,1
1316,0
1317,0
1318,1
1319,1
1320,4
1321,0
1322,1
1323,4
1324,0
1325,1
1326,0
1327,4
1328,1
1329,4
1330,1
1331,1
1332,1
1333,3
1334,4
1335,1
1336,1
1337,1
1338,2
1339,4
1340,1
1341,0
1342,1
1343,0
1344,3
1345,0
1346,2
1347,1
1348,2
1349,2
1350,1
1351,3
1352,1
1353,3
1354,2
1355,1
1356,2
1357,1
1358,3
1359,1
1360,1
1361,3
1362,4
1363,2
1364,1
1365,2
1366,1
1367,1
1368,1
1369,1
1370,1
1371,2
1372,0
1373,3
1374,1
1375,4
1376,2
1377,1
1378,2
1379,1
1380,2
1381,1
1382,1
1383,1
1384,2
1385,2
1386,0
1387,2
1388,2
1389,4
1390,2
1391,1
1392,1
1393,1
1394,2
1395,2
1396,0
1397,1
1398,1
1399,4
1400,3
1401,1
1402,0
1403,4
1404,1
1405,4
1406,1
1407,2
1408,1
1409,1
1410,0
1411,1
1412,1
1413,2
1414,2
1415,3
1416,0
1417,1
1418,1
1419,4
1420,4
1421,1
1422,2
1423,3
1424,3
1425,1
1426,0
1427,2
1428,2
1429,3
1430,1
1431,0
1432,1
1433,4
1434,1
1435,1
1436,0
1437,3
1438,3
1439,1
1440,1
1441,1
1442,4
1443,1
1444,1
1445,1
1446,2
1447,1
1448,2
1449,1
1450,4
1451,1
1452,2
1453,4
1454,1
1455,2
1456,2
1457,1
1458,4
1459,2
1460,1
1461,1
1462,1
1463,0
1464,4
1465,4
1466,4
1467,3
1468,1
1469,2
1470,1
1471,2
1472,1
1473,4
1474,1
1475,1
1476,4
1477,1
1478,1
1479,2
1480,2
1481,4
1482,4
1483,4
1484,1
1485,1
1486,1
1487,2
1488,1
1489,4
1490,4
1491,3
1492,1
1493,2
1494,1
1495,1
1496,1
1497,2
1498,2
1499,4
1500,3
1501,4
1502,1
1503,1
1504,4
1505,1
1506,1
1507,0
1508,2
1509,3
1510,4
1511,1
1512,1
1513,0
1514,1
1515,3
1516,4
1517,2
1518,2
1519,1
1520,1
1521,4
1522,0
1523,4
1524,3
1525,1
1526,1
1527,2
1528,3
1529,4
1530,1
1531,2
1532,4
1533,1
1534,0
1535,0
1536,0
1537,3
1538,1
1539,4
1540,1
1541,1
1542,1
1543,1
1544,3
1545,1
1546,4
1547,4
1548,2
1549,1
1550,1
1551,1
1552,2
1553,1
1554,4
1555,1
1556,2
1557,0
1558,1
1559,0
1560,4
1561,1
1562,3
1563,4
1564,0
1565,1
1566,4
1567,1
1568,4
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,4
1579,2
1580,1
1581,3
1582,3
1583,1
1584,4
1585,0
1586,2
1587,0
1588,4
1589,1
1590,4
1591,1
1592,1
1593,4
1594,1
1595,1
1596,0
1597,1
1598,2
1599,1
1600,1
1601,1
1602,2
1603,1
1604,4
1605,1
1606,1
1607,0
1608,4
1609,1
1610,4
1611,1
1612,4
1613,4
1614,3
1615,1
1616,4
1617,3
1618,4
1619,4
1620,1
1621,1
1622,1
1623,0
1624,1
1625,3
1626,4
1627,0
1628,1
1629,0
1630,0
1631,3
1632,4
1633,4
1634,3
1635,4
1636,4
1637,1
1638,2
1639,1
1640,1
1641,4
1642,2
1643,4
1644,1
1645,2
1646,1
1647,0
1648,2
1649,4
1650,1
1651,4
1652,1
1653,1
1654,1
1655,2
1656,1
1657,2
1658,3
1659,1
1660,0
1661,1
1662,3
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,4
1671,1
1672,0
1673,0
1674,1
1675,0
1676,4
1677,2
1678,4
1679,2
1680,1
1681,4
1682,0
1683,2
1684,1
1685,1
1686,2
1687,1
1688,2
1689,1
1690,2
1691,1
1692,4
1693,2
1694,1
1695,1
1696,4
1697,1
1698,4
1699,0
1700,2
1701,1
1702,4
1703,4
1704,4
1705,1
1706,2
1707,2
1708,1
1709,1
1710,1
1711,3
1712,4
1713,0
1714,3
1715,0
1716,4
1717,2
1718,4
1719,1
1720,2
1721,1
1722,4
1723,2
1724,2
1725,2
1726,4
1727,2
1728,4
1729,4
1730,1
1731,1
1732,2
1733,3
1734,2
1735,0
1736,2
1737,2
1738,1
1739,1
1740,2
1741,1
1742,2
1743,1
1744,1
1745,2
1746,2
1747,1
1748,1
1749,4
1750,1
1751,1
1752,4
1753,0
1754,1
1755,4
1756,1
1757,1
1758,0
1759,4
1760,1
1761,1
1762,4
1763,0
1764,0
1765,1
1766,1
1767,4
1768,4
1769,2
1770,4
1771,2
1772,2
1773,1
1774,2
1775,1
1776,2
1777,2
1778,1
1779,1
1780,1
1781,4
1782,0
1783,2
1784,2
1785,3
1786,4
1787,3
1788,1
1789,2
1790,4
1791,0
1792,2
1793,2
1794,0
1795,2
1796,3
1797,3
1798,2
1799,4
1800,0
1801,1
1802,2
1803,4
1804,0
1805,1
1806,2
1807,3
1808,1
1809,4
1810,1
1811,3
1812,4
1813,4
1814,4
1815,4
1816,1
1817,3
1818,2
1819,3
1820,4
1821,1
1822,2
1823,2
1824,0
1825,1
1826,3
1827,2
1828,1
1829,4
1830,0
1831,0
1832,2
1833,2
1834,1
1835,2
1836,1
1837,1
1838,4
1839,1
1840,4
1841,3
1842,1
1843,1
1844,0
1845,3
1846,1
1847,2
1848,2
1849,1
1850,4
1851,1
1852,2
1853,4
1854,4
1855,0
1856,2
1857,4
1858,1
1859,1
1860,3
1861,4
1862,1
1863,2
1864,1
1865,0
1866,1
1867,1
1868,0
1869,1
1870,1
1871,3
1872,1
1873,3
1874,4
1875,2
1876,1
1877,4
1878,4
1879,4
1880,4
1881,1
1882,2
1883,2
1884,1
1885,2
1886,1
1887,1
1888,2
1889,1
1890,3
1891,1
1892,2
1893,1
1894,1
1895,0
1896,4
1897,2
1898,1
1899,2
1900,1
1901,1
1902,4
1903,1
1904,0
1905,1
1906,4
1907,4
1908,4
1909,1
1910,3
1911,1
1912,2
1913,0
1914,1
1915,3
1916,0
1917,2
1918,4
1919,4
1920,4
1921,2
1922,1
1923,2
1924,3
1925,3
1926,1
1927,1
1928,4
1929,1
1930,1
1931,1
1932,0
1933,1
1934,4
1935,1
1936,3
1937,2
1938,3
1939,4
1940,3
1941,4
1942,0
1943,0
1944,4
1945,0
1946,0
1947,2
1948,1
1949,1
1950,2
1951,2
1952,2
1953,2
1954,0
1955,2
1956,0
1957,0
1958,1
1959,2
1960,4
1961,1
1962,2
1963,1
1964,2
1965,2
1966,1
1967,0
1968,1
1969,2
1970,4
1971,2
1972,4
1973,1
1974,1
1975,2
1976,1
1977,2
1978,2
1979,2
1980,1
1981,4
1982,4
1983,4
1984,3
1985,2
1986,2
1987,1
1988,1
1989,1
1990,1
1991,1
1992,4
1993,1
1994,4
1995,3
1996,1
1997,1
1998,2
1999,4
2000,1
2001,4
2002,0
2003,4
2004,1
2005,3
2006,0
2007,3
2008,2
2009,1
2010,1
2011,1
2012,2
2013,2
2014,0
2015,1
2016,1
2017,1
2018,4
2019,2
2020,2
2021,1
2022,2
2023,2
2024,1
2025,1
2026,4
2027,2
2028,1
2029,4
2030,4
2031,1
2032,4
2033,1
2034,0
2035,2
2036,0
2037,3
2038,1
2039,4
2040,1
2041,1
2042,4
2043,2
2044,4
2045,1
2046,1
2047,4
2048,1
2049,1
2050,1
2051,3
2052,1
2053,2
2054,1
2055,2
2056,2
2057,2
2058,4
2059,1
2060,4
2061,1
2062,1
2063,1
2064,1
2065,2
2066,1
2067,2
2068,1
2069,1
2070,1
2071,4
2072,4
2073,1
2074,4
2075,4
2076,0
2077,1
2078,1
2079,2
2080,4
2081,1
2082,1
2083,1
2084,1
2085,2
2086,4
2087,2
2088,2
2089,4
2090,3
2091,4
2092,3
2093,2
2094,1
2095,2
2096,1
2097,1
2098,3
2099,4
2100,1
2101,1
2102,1
2103,1
2104,4
2105,2
2106,2
2107,3
2108,0
2109,3
2110,0
2111,2
2112,2
2113,1
2114,4
2115,2
2116,2
2117,2
2118,4
2119,1
2120,3
2121,2
2122,4
2123,1
2124,1
2125,1
2126,2
2127,4
2128,4
2129,2
2130,1
2131,4
2132,1
2133,3
2134,3
2135,1
2136,4
2137,4
2138,1
2139,4
2140,0
2141,1
2142,1
2143,4
2144,1
2145,1
2146,1
2147,4
2148,1
2149,1
2150,1
2151,3
2152,1
2153,4
2154,3
2155,2
2156,0
2157,1
2158,1
2159,4
2160,3
2161,1
2162,1
2163,1
2164,1
2165,0
2166,1
2167,0
2168,4
2169,1
2170,4
2171,4
2172,1
2173,0
2174,4
2175,4
2176,4
2177,1
2178,1
2179,1
2180,4
2181,4
2182,4
2183,2
2184,1
2185,2
2186,1
2187,0
2188,2
2189,1
2190,1
2191,2
2192,1
2193,1
2194,1
2195,1
2196,2
2197,3
2198,1
2199,1
2200,4
2201,4
2202,1
2203,2
2204,1
2205,1
2206,1
2207,1
2208,4
2209,1
2210,1
2211,2
2212,4
2213,1
2214,2
2215,1
2216,2
2217,4
2218,2
2219,1
2220,1
2221,3
2222,4
2223,1
2224,3
2225,2
2226,0
2227,3
2228,1
2229,1
2230,1
2231,2
2232,1
2233,1
2234,1
2235,4
2236,4
2237,0
2238,2
2239,4
2240,3
2241,1
2242,4
2243,1
2244,1
2245,1
2246,2
2247,4
2248,2
2249,0
2250,1
2251,1
2252,1
2253,0
2254,2
2255,2
2256,0
2257,3
2258,0
2259,1
2260,4
2261,1
2262,1
2263,1
2264,4
2265,1
2266,1
2267,1
2268,4
2269,1
2270,1
2271,2
2272,2
2273,1
2274,1
2275,2
2276,4
2277,4
2278,3
2279,1
2280,3
2281,3
2282,1
2283,3
2284,1
2285,2
2286,1
2287,3
2288,1
2289,1
2290,3
2291,1
2292,3
2293,4
2294,3
2295,1
2296,1
2297,0
2298,0
2299,3
2300,4
2301,4
2302,1
2303,2
2304,1
2305,1
2306,1
2307,4
2308,4
2309,3
2310,0
2311,4
2312,4
2313,4
2314,2
2315,2
2316,2
2317,2
2318,4
2319,1
2320,2
2321,3
2322,2
2323,0
2324,1
2325,1
2326,4
2327,4
2328,4
2329,0
2330,1
2331,2
2332,1
2333,1
2334,1
2335,1
2336,0
2337,1
2338,4
2339,1
2340,4
2341,2
2342,0
2343,0
2344,1
2345,1
2346,1
2347,1
2348,3
2349,1
2350,2
2351,0
2352,1
2353,1
2354,2
2355,1
2356,3
2357,4
2358,4
2359,2
2360,4
2361,4
2362,3
2363,2
2364,2
2365,1
2366,3
2367,1
2368,2
2369,2
2370,1
2371,1
2372,1
2373,2
2374,1
2375,1
2376,4
2377,1
2378,4
2379,4
2380,1
2381,3
2382,2
2383,3
2384,2
2385,0
2386,4
2387,4
2388,0
2389,4
2390,2
2391,1
2392,1
2393,4
2394,1
2395,1
2396,1
2397,4
2398,1
2399,0
2400,0
2401,4
2402,2
2403,4
2404,4
2405,2
2406,2
2407,1
2408,1
2409,1
2410,4
2411,1
2412,4
2413,1
2414,4
2415,3
2416,2
2417,1
2418,2
2419,3
2420,1
2421,1
2422,1
2423,0
2424,3
2425,1
2426,4
2427,1
2428,3
2429,0
2430,1
2431,4
2432,2
2433,1
2434,4
2435,1
2436,1
2437,1
2438,0
2439,1
2440,1
2441,3
2442,4
2443,4
2444,1
2445,3
2446,3
2447,3
2448,1
2449,1
2450,2
2451,3
2452,1
2453,1
2454,1
2455,0
2456,1
2457,2
2458,2
2459,2
2460,1
2461,1
2462,1
2463,1
2464,2
2465,0
2466,1
2467,1
2468,1
2469,4
2470,1
2471,0
2472,1
2473,4
2474,1
2475,4
2476,0
2477,2
2478,2
2479,1
2480,3
2481,1
2482,0
2483,1
2484,4
2485,1
2486,1
2487,1
2488,2
2489,1
2490,4
2491,1
2492,1
2493,4
2494,1
2495,4
2496,4
2497,3
2498,3
2499,1
2500,1
2501,1
2502,2
2503,2
2504,4
2505,1
2506,3
2507,1
2508,4
2509,0
2510,1
2511,2
2512,1
2513,2
2514,0
2515,1
2516,0
2517,4
2518,1
2519,1
2520,1
2521,3
2522,1
2523,2
2524,1
2525,1
2526,2
2527,0
2528,1
2529,3
2530,2
2531,2
2532,4
2533,2
2534,2
2535,4
2536,1
2537,4
2538,1
2539,2
2540,4
2541,1
2542,1
2543,3
2544,2
2545,2
2546,1
2547,1
2548,1
2549,1
2550,2
2551,1
2552,1
2553,1
2554,1
2555,4
2556,3
2557,2
2558,4
2559,4
2560,4
2561,1
2562,2
2563,1
2564,0
2565,1
2566,1
2567,2
2568,1
2569,4
2570,4
2571,3
2572,2
2573,0
2574,1
2575,4
2576,1
2577,2
2578,4
2579,1
2580,2
2581,1
2582,1
2583,1
2584,2
2585,4
2586,1
2587,3
2588,4
2589,1
2590,1
2591,0
2592,1
2593,1
2594,4
2595,0
2596,2
2597,1
2598,1
2599,3
2600,2
2601,0
2602,1
2603,4
2604,4
2605,1
2606,2
2607,1
2608,1
2609,0
2610,2
2611,1
2612,1
2613,2
2614,1
2615,1
2616,4
2617,1
2618,1
2619,0
2620,1
2621,2
2622,3
2623,2
2624,3
2625,4
2626,1
2627,4
2628,0
2629,4
2630,4
2631,1
2632,1
2633,1
2634,3
2635,2
2636,2
2637,1
2638,1
2639,4
2640,4
2641,4
2642,4
2643,2
2644,1
2645,3
2646,3
2647,2
2648,0
2649,4
2650,4
2651,3
2652,1
2653,4
2654,1
2655,1
2656,4
2657,4
2658,2
2659,4
2660,1
2661,1
2662,2
2663,0
2664,3
2665,1
2666,1
2667,2
2668,1
2669,3
2670,3
2671,3
2672,1
2673,4
2674,1
2675,4
2676,1
2677,4
2678,1
2679,1
2680,0
2681,1
2682,1
2683,1
2684,2
2685,4
2686,2
2687,1
2688,1
2689,2
2690,4
2691,1
2692,0
2693,4
2694,1
2695,1
2696,1
2697,0
2698,4
2699,3
2700,1
2701,2
2702,2
2703,2
2704,2
2705,4
2706,2
2707,1
2708,1
2709,3
2710,2
2711,3
2712,3
2713,0
2714,1
2715,4
2716,4
2717,1
2718,2
2719,2
2720,3
2721,0
2722,0
2723,3
2724,1
2725,1
2726,4
2727,2
2728,4
2729,2
2730,0
2731,3
2732,4
2733,1
2734,1
2735,2
2736,3
2737,1
2738,2
2739,1
2740,1
2741,2
2742,4
2743,4
2744,3
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,0
2753,4
2754,0
2755,2
2756,0
2757,3
2758,0
2759,4
2760,1
2761,1
2762,1
2763,1
2764,4
2765,1
2766,1
2767,0
2768,2
2769,4
2770,1
2771,4
2772,1
2773,3
2774,1
2775,4
2776,1
2777,1
2778,4
2779,1
2780,0
2781,4
2782,1
2783,3
2784,4
2785,1
2786,2
2787,1
2788,4
2789,1
2790,1
2791,3
2792,1
2793,4
2794,1
2795,0
2796,4
2797,3
2798,1
2799,1
2800,0
2801,2
2802,1
2803,0
2804,2
2805,4
2806,4
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,4
2814,1
2815,2
2816,1
2817,1
2818,2
2819,0
2820,1
2821,2
2822,1
2823,3
2824,2
2825,4
2826,1
2827,4
2828,3
2829,3
2830,0
2831,1
2832,1
2833,1
2834,4
2835,1
2836,4
2837,1
2838,1
2839,1
2840,1
2841,2
2842,4
2843,4
2844,4
2845,1
2846,1
2847,3
2848,3
2849,4
2850,2
2851,0
2852,3
2853,3
2854,2
2855,0
2856,2
2857,1
2858,1
2859,2
2860,2
2861,3
2862,0
2863,1
2864,1
2865,1
2866,4
2867,1
2868,3
2869,0
2870,1
2871,1
2872,1
2873,1
2874,3
2875,1
2876,1
2877,1
2878,4
2879,1
2880,3
2881,2
2882,1
2883,1
2884,1
2885,1
2886,1
2887,1
2888,3
2889,4
2890,1
2891,1
2892,1
2893,2
2894,1
2895,1
2896,1
2897,0
2898,1
2899,4
2900,4
2901,1
2902,1
2903,0
2904,2
2905,4
2906,0
2907,0
2908,1
2909,1
2910,1
2911,1
2912,3
2913,3
2914,1
2915,3
2916,1
2917,0
2918,3
2919,1
2920,3
2921,3
2922,4
2923,4
2924,1
2925,1
2926,2
2927,1
2928,1
2929,3
2930,4
2931,3
2932,1
2933,4
2934,1
2935,2
2936,1
2937,3
2938,2
2939,2
2940,0
2941,1
2942,4
2943,4
2944,3
2945,3
2946,1
2947,0
2948,1
2949,1
2950,0
2951,2
2952,4
2953,1
2954,1
2955,2
2956,4
2957,1
2958,1
2959,1
2960,1
2961,4
2962,2
2963,1
2964,1
2965,1
2966,2
2967,0
2968,1
2969,1
2970,3
2971,4
2972,1
2973,2
2974,2
2975,0
2976,4
2977,2
2978,4
2979,0
2980,2
2981,1
2982,4
2983,1
2984,0
2985,1
2986,2
2987,1
2988,3
2989,2
2990,3
2991,1
2992,1
2993,2
2994,1
2995,1
2996,1
2997,1
