id,category
1753,3
1754,2
1755,0
1756,4
1757,2
1758,3
1759,0
1760,4
1761,2
1762,0
1763,3
1764,3
1765,4
1766,2
1767,0
1768,0
1769,1
1770,0
1771,1
1772,1
1773,4
1774,1
1775,4
1776,1
1777,1
1778,4
1779,2
1780,4
1781,0
1782,3
1783,1
1784,1
1785,3
1786,0
1787,3
1788,4
1789,1
1790,0
1791,3
1792,1
1793,1
1794,3
1795,1
1796,3
1797,3
1798,1
1799,0
1800,3
1801,2
1802,1
1803,0
1804,3
1805,2
1806,1
1807,3
1808,2
1809,0
1810,4
1811,3
1812,0
1813,0
1814,0
1815,0
1816,2
1817,3
1818,1
1819,3
1820,0
1821,2
1822,1
1823,1
1824,3
1825,4
1826,3
1827,1
1828,4
1829,0
1830,3
1831,3
1832,1
1833,1
1834,4
1835,1
1836,2
1837,4
1838,0
1839,4
1840,0
1841,3
1842,4
1843,4
1844,3
1845,3
1846,4
1847,1
1848,1
1849,4
1850,0
1851,2
1852,1
1853,0
1854,0
1855,3
1856,1
1857,0
1858,2
1859,2
1860,3
1861,0
1862,4
1863,1
1864,4
1865,3
1866,4
1867,2
1868,3
1869,2
1870,2
1871,3
1872,2
1873,3
1874,0
1875,1
1876,2
1877,0
1878,0
1879,0
1880,0
1881,4
1882,1
1883,1
1884,4
1885,1
1886,2
1887,2
1888,1
1889,2
1890,3
1891,4
1892,1
1893,2
1894,4
1895,3
1896,0
1897,1
1898,4
1899,1
1900,2
1901,4
1902,0
1903,4
1904,3
1905,4
1906,0
1907,0
1908,0
1909,2
1910,3
1911,2
1912,1
1913,3
1914,2
1915,3
1916,3
1917,1
1918,0
1919,0
1920,0
1921,1
1922,2
1923,1
1924,3
1925,3
1926,2
1927,4
1928,0
1929,4
1930,4
1931,2
1932,3
1933,2
1934,0
1935,2
1936,3
1937,1
1938,3
1939,0
1940,3
1941,0
1942,3
1943,3
1944,0
1945,3
1946,3
1947,1
1948,4
1949,4
1950,1
1951,1
1952,1
1953,1
1954,3
1955,1
1956,3
1957,3
1958,4
1959,1
1960,0
1961,4
1962,1
1963,2
1964,1
1965,1
1966,4
1967,3
1968,2
1969,1
1970,0
1971,1
1972,0
1973,2
1974,4
1975,1
1976,2
1977,1
1978,1
1979,1
1980,2
1981,0
1982,0
1983,0
1984,3
1985,1
1986,1
1987,4
1988,4
1989,4
1990,4
1991,4
1992,0
1993,2
1994,0
1995,3
1996,4
1997,2
1998,1
1999,0
2000,2
2001,0
2002,3
2003,0
2004,2
2005,3
2006,3
2007,3
2008,1
2009,4
2010,4
2011,2
2012,1
2013,1
2014,3
2015,2
2016,2
2017,2
2018,0
2019,1
2020,1
2021,2
2022,1
2023,1
2024,2
2025,2
2026,0
2027,1
2028,2
2029,0
2030,0
2031,2
2032,0
2033,2
2034,3
2035,1
2036,3
2037,3
2038,4
2039,0
2040,4
2041,2
2042,0
2043,1
2044,0
2045,2
2046,4
2047,0
2048,2
2049,4
2050,4
2051,3
2052,4
2053,1
2054,4
2055,1
2056,1
2057,1
2058,0
2059,2
2060,0
2061,2
2062,4
2063,4
2064,4
2065,1
2066,4
2067,1
2068,2
2069,4
2070,4
2071,0
2072,0
2073,2
2074,0
2075,0
2076,3
2077,4
2078,2
2079,1
2080,0
2081,2
2082,4
2083,4
2084,4
2085,1
2086,0
2087,1
2088,1
2089,0
2090,3
2091,0
2092,3
2093,1
2094,4
2095,1
2096,4
2097,2
2098,3
2099,0
2100,2
2101,4
2102,4
2103,4
2104,0
2105,1
2106,1
2107,3
2108,3
2109,3
2110,3
2111,1
2112,1
2113,2
2114,0
2115,1
2116,1
2117,1
2118,0
2119,4
2120,3
2121,1
2122,0
2123,4
2124,4
2125,2
2126,1
2127,0
2128,0
2129,1
2130,2
2131,0
2132,2
2133,3
2134,3
2135,2
2136,0
2137,0
2138,2
2139,0
2140,3
2141,4
2142,4
2143,0
2144,2
2145,4
2146,4
2147,0
2148,4
2149,2
2150,2
2151,3
2152,4
2153,0
2154,3
2155,1
2156,3
2157,4
2158,2
2159,0
2160,3
2161,2
2162,4
2163,4
2164,4
2165,3
2166,4
2167,3
2168,0
2169,4
2170,0
2171,0
2172,2
2173,3
2174,0
2175,0
2176,0
2177,4
2178,2
2179,2
2180,0
2181,0
2182,0
2183,1
2184,4
2185,1
2186,2
2187,3
2188,1
2189,4
2190,4
2191,1
2192,4
2193,4
2194,2
2195,4
2196,1
2197,3
2198,2
2199,4
2200,0
2201,0
2202,2
2203,1
2204,4
2205,4
2206,4
2207,4
2208,0
2209,2
2210,2
2211,1
2212,0
2213,2
2214,1
2215,2
2216,1
2217,0
2218,1
2219,4
2220,2
2221,3
2222,0
2223,4
2224,3
2225,1
2226,3
2227,3
2228,4
2229,2
2230,4
2231,1
2232,2
2233,2
2234,4
2235,0
2236,0
2237,3
2238,1
2239,0
2240,3
2241,2
2242,0
2243,2
2244,4
2245,2
2246,1
2247,0
2248,1
2249,3
2250,4
2251,4
2252,2
2253,3
2254,1
2255,1
2256,3
2257,3
2258,3
2259,2
2260,0
2261,2
2262,4
2263,2
2264,0
2265,4
2266,4
2267,2
2268,0
2269,4
2270,4
2271,1
2272,1
2273,2
2274,2
2275,1
2276,0
2277,0
2278,3
2279,4
2280,3
2281,3
2282,4
2283,3
2284,4
2285,1
2286,4
2287,3
2288,2
2289,2
2290,3
2291,4
2292,3
2293,0
2294,3
2295,4
2296,2
2297,3
2298,3
2299,3
2300,0
2301,0
2302,2
2303,1
2304,4
2305,4
2306,2
2307,0
2308,0
2309,3
2310,3
2311,0
2312,0
2313,0
2314,1
2315,1
2316,1
2317,1
2318,0
2319,2
2320,1
2321,3
2322,1
2323,3
2324,2
2325,4
2326,0
2327,0
2328,0
2329,3
2330,4
2331,1
2332,2
2333,4
2334,2
2335,4
2336,3
2337,4
2338,0
2339,2
2340,0
2341,1
2342,3
2343,3
2344,4
2345,4
2346,2
2347,2
2348,3
2349,2
2350,1
2351,3
2352,2
2353,4
2354,1
2355,4
2356,3
2357,0
2358,0
2359,1
2360,0
2361,0
2362,3
2363,1
2364,1
2365,2
2366,3
2367,4
2368,1
2369,1
2370,2
2371,4
2372,2
2373,1
2374,2
2375,2
2376,0
2377,2
2378,0
2379,0
2380,4
2381,3
2382,1
2383,3
2384,1
2385,3
2386,0
2387,0
2388,3
2389,0
2390,1
2391,4
2392,4
2393,0
2394,2
2395,4
2396,2
2397,0
2398,4
2399,3
2400,3
2401,0
2402,1
2403,0
2404,0
2405,1
2406,1
2407,4
2408,4
2409,4
2410,0
2411,2
2412,0
2413,2
2414,0
2415,3
2416,1
2417,4
2418,1
2419,3
2420,4
2421,4
2422,2
2423,3
2424,3
2425,4
2426,0
2427,2
2428,3
2429,3
2430,2
2431,0
2432,1
2433,2
2434,0
2435,2
2436,4
2437,2
2438,3
2439,4
2440,4
2441,3
2442,0
2443,0
2444,4
2445,3
2446,3
2447,3
2448,4
2449,2
2450,1
2451,3
2452,4
2453,2
2454,2
2455,3
2456,2
2457,1
2458,1
2459,1
2460,4
2461,4
2462,2
2463,2
2464,1
2465,3
2466,2
2467,4
2468,4
2469,0
2470,2
2471,3
2472,4
2473,0
2474,2
2475,0
2476,3
2477,1
2478,1
2479,4
2480,3
2481,4
2482,3
2483,2
2484,0
2485,4
2486,4
2487,4
2488,1
2489,2
2490,0
2491,4
2492,2
2493,0
2494,4
2495,0
2496,0
2497,3
2498,3
2499,2
2500,2
2501,2
2502,1
2503,1
2504,0
2505,2
2506,3
2507,4
2508,0
2509,3
2510,4
2511,1
2512,2
2513,1
2514,3
2515,4
2516,3
2517,0
2518,2
2519,4
2520,2
2521,3
2522,2
2523,1
2524,4
2525,4
2526,1
2527,3
2528,4
2529,3
2530,1
2531,1
2532,0
2533,1
2534,1
2535,0
2536,2
2537,0
2538,4
2539,1
2540,0
2541,4
2542,2
2543,3
2544,1
2545,1
2546,2
2547,4
2548,4
2549,4
2550,1
2551,2
2552,4
2553,2
2554,4
2555,0
2556,3
2557,1
2558,0
2559,0
2560,0
2561,2
2562,1
2563,4
2564,3
2565,2
2566,2
2567,1
2568,4
2569,0
2570,0
2571,3
2572,1
2573,3
2574,2
2575,0
2576,4
2577,1
2578,0
2579,2
2580,1
2581,4
2582,2
2583,4
2584,1
2585,0
2586,2
2587,3
2588,0
2589,4
2590,2
2591,3
2592,2
2593,4
2594,0
2595,3
2596,1
2597,2
2598,2
2599,3
2600,1
2601,3
2602,4
2603,0
2604,0
2605,2
2606,1
2607,4
2608,4
2609,3
2610,1
2611,4
2612,2
2613,1
2614,2
2615,2
2616,0
2617,4
2618,4
2619,3
2620,4
2621,1
2622,3
2623,1
2624,3
2625,0
2626,4
2627,0
2628,3
2629,0
2630,0
2631,4
2632,2
2633,4
2634,3
2635,1
2636,1
2637,4
2638,2
2639,0
2640,0
2641,0
2642,0
2643,1
2644,4
2645,3
2646,3
2647,1
2648,3
2649,0
2650,0
2651,3
2652,2
2653,0
2654,4
2655,4
2656,0
2657,0
2658,1
2659,0
2660,2
2661,4
2662,1
2663,3
2664,3
2665,2
2666,4
2667,1
2668,4
2669,3
2670,3
2671,3
2672,4
2673,0
2674,4
2675,0
2676,2
2677,0
2678,4
2679,4
2680,3
2681,4
2682,2
2683,2
2684,1
2685,0
2686,1
2687,2
2688,2
2689,1
2690,0
2691,2
2692,3
2693,0
2694,4
2695,4
2696,4
2697,3
2698,0
2699,3
2700,2
2701,1
2702,1
2703,1
2704,1
2705,0
2706,1
2707,4
2708,4
2709,3
2710,1
2711,3
2712,3
2713,3
2714,4
2715,0
2716,0
2717,4
2718,1
2719,1
2720,3
2721,3
2722,3
2723,3
2724,2
2725,4
2726,0
2727,1
2728,0
2729,1
2730,3
2731,3
2732,0
2733,4
2734,2
2735,1
2736,3
2737,2
2738,1
2739,4
2740,2
2741,1
2742,0
2743,0
2744,3
2745,4
2746,4
2747,4
2748,2
2749,4
2750,4
2751,2
2752,3
2753,0
2754,3
2755,1
2756,3
2757,3
2758,3
2759,0
2760,4
2761,4
2762,4
2763,2
2764,0
2765,2
2766,4
2767,3
2768,1
2769,0
2770,2
2771,0
2772,2
2773,3
2774,2
2775,0
2776,2
2777,4
2778,0
2779,4
2780,3
2781,0
2782,4
2783,3
2784,0
2785,4
2786,1
2787,2
2788,0
2789,4
2790,4
2791,3
2792,2
2793,0
2794,2
2795,3
2796,0
2797,3
2798,2
2799,2
2800,3
2801,1
2802,4
2803,3
2804,1
2805,0
2806,0
2807,2
2808,4
2809,4
2810,4
2811,4
2812,4
2813,0
2814,2
2815,1
2816,2
2817,4
2818,1
2819,3
2820,2
2821,1
2822,2
2823,3
2824,1
2825,0
2826,4
2827,0
2828,3
2829,3
2830,3
2831,4
2832,2
2833,2
2834,0
2835,2
2836,0
2837,4
2838,2
2839,4
2840,2
2841,1
2842,0
2843,0
2844,0
2845,4
2846,4
2847,3
2848,3
2849,0
2850,1
2851,3
2852,3
2853,3
2854,1
2855,3
2856,1
2857,4
2858,2
2859,1
2860,1
2861,3
2862,3
2863,4
2864,2
2865,4
2866,0
2867,2
2868,3
2869,3
2870,4
2871,2
2872,2
2873,4
2874,3
2875,4
2876,2
2877,4
2878,0
2879,2
2880,3
2881,1
2882,4
2883,2
2884,4
2885,2
2886,4
2887,2
2888,3
2889,0
2890,2
2891,4
2892,2
2893,1
2894,2
2895,2
2896,4
2897,3
2898,4
2899,0
2900,0
2901,2
2902,4
2903,3
2904,1
2905,0
2906,3
2907,3
2908,4
2909,4
2910,4
2911,4
2912,3
2913,3
2914,4
2915,3
2916,4
2917,3
2918,3
2919,4
2920,3
2921,3
2922,0
2923,0
2924,2
2925,2
2926,1
2927,4
2928,2
2929,3
2930,0
2931,3
2932,4
2933,0
2934,4
2935,1
2936,4
2937,3
2938,1
2939,1
2940,3
2941,4
2942,0
2943,0
2944,3
2945,3
2946,2
2947,3
2948,4
2949,2
2950,3
2951,1
2952,0
2953,2
2954,2
2955,1
2956,0
2957,2
2958,2
2959,2
2960,2
2961,0
2962,1
2963,2
2964,2
2965,2
2966,1
2967,3
2968,2
2969,2
2970,3
2971,0
2972,4
2973,1
2974,1
2975,3
2976,0
2977,1
2978,0
2979,3
2980,1
2981,4
2982,0
2983,4
2984,3
2985,4
2986,1
2987,4
2988,3
2989,1
2990,3
2991,2
2992,4
2993,1
2994,2
2995,4
2996,4
2997,4
